polygon_id,rentdemand1,rentdemand2,rent_act,newconstr_type,newconstr_amt,homebuy,homebuild,desirability,notes,source,date,no193,name,sec_grade,area_num,desc_terrain,favor_influences,detr_influences,inhab_type,fam_income,predom_eth,pct_predom_eth,black,pct_black,infiltration,relief_fam,pop_inc,pop_dec,data5_g_3,build_type,build_constr,build_age,build_repair,price1929,lowrent_predom,lowrent_pct,yr_current,currentprice,currentprice_predom,currentprice_pct,currentrent,currentrent_predom,currentrent_pct,peakprice,price1929_predom,peakprice_rel1929,peakrent,peakrent_rel1929,rent1929,rent1929_predom,yr_low,lowprice,data7__60,lowprice_predom,lowprice_pct,lowrent,pct_landocc,pct_homeocc,pct_homeown,salesdemand1,salesdemand2,sales_act
2303A,Good,Anything up to $50,None,None,None,yes,yes,upward,Desirable location. Platted just before depression set in. Now coming back slowly.,George E. Meyers,"Sept. 8, 1937",,Lorain,C,1,Level,Close to lake front.,Nominal,white collared & machinist,1200 - 3000,No,,No,,desirable,None,yes,,,Singles,"From 75%, brick 25%",12,good,$3500 - 8000,22,52,1937,3000 - 7000,"4,000",80,30 - 50,40,94,1929,"5,000",,1929,,$30 - 50,42.50,33 - 35,2000 - 4000,,"3,000",60,15 - 30,20,99-100,99-100,Good,Singles,Fair
2303B,good,anything up to 50,none,none,none,yes,Yes,upward,Desirable location. Platted just before depression set in. Now coming back slowly. ,George E. Meyers,"September 8, ",7,Lorain ,C,1,Level ,Close to lake front. ,nominal ,white collared & machinist,1200 to 3000,No,,No,,desirable ,none,checkmark ,,,singles,"frame 75%, brick 25%",12,good,3500 to 8000,22,52,1937,3000 to 7000,4000,80. ,30 to 50,40 ,94,1929,5000,-,1929,-,30 to 50,42.50,1933-35,2000 to 4000,,3000,60,15 to 30,20,99-100,99-100,good ,singles,fair
2304A,Good,Anything up to $75,Very light,Singles - brick and frame,10,yes,yes,very good,The section south of street car line is a newer allotment. Three fine homes under construction. Boulevard system streets. Highly desirable. Few old homes interspersed keep this area from being classified green.,M.F. Peer,September 7,7,Lorain,B,1,Level,Highly restricted; new development; best residential area. Adjoins fine bathing beach.,Main highway trasverses through area.,Business & professional,5000 to 15000,None,,No,,desirable,None,yes,,,Singles - few doubles,Brick 50% frame 50%,20 years,very good,"$6000 - 15,000",35,58,,"5000 - 12,000","7,000",87,40 - 60,50,83,1929,"$8,000",,1929,,$50 - 75,$60,33-35,"3000 - 8,000",,"4,000",50,30 - 50,75,100,90 - 95,Good,Single dwellings,Good
2304B,good,anything up to75,very light,singles brick&frame ,10,Yes,Yes,very good,The section south of street car line is a newer allotment. Three fine homes under construction. Boulevard system streets. Highly desirable. Few old homes interspersed keep this area from being classfied green. ,M.F. Peer ,"September 7,",7,Lorain,B,1,Level ,Highly restricted; new development; best residential area. Adjoins fine bathing beach. ,Main highway traerses trough area. ,business&professional,5000to15000,none,,no,,desirable,none,checkmark,,,"singles, few doubles","brick 50%, frame 50%",20 years,very good,6000to15000,35,58,,5000to12000,7000,87,40 to 60,50,83,1929,8000,,1929,,50 to 75,60,1933-35,3000to8000,,4000,50,30 to 50 ,75,100,90-95,good,single dwellings,good
2305A,Good,Anything up to $35,very light,None,None,somewhat limited,somewhat limited,Slightly upward,Comparatively new addition.,F.E. Babcock,Sept. 9 1937,,Lorain,D,3,Level,-,-,white collared to laboring,1000 - 2250,No,,No,,desirable,Nominal,slightly,,,singles mostly,Frame,20 years,Good,$1000 - 3000,8,53,1937,1000 - 2000,1800,82,10 - 17.50,12,80,1929,2200,-,1929,-,$10 - 20,15,33-35,800-1500,,1000,45,5 - 10,50,100,95,Fair,Singles,Fair
2305B,good ,anything up to 35 ,very light ,none,none,Somewhat limited,Somewhat limited,slightly upward,Comparatively new addition. ,F.E. Babcock,"September 9, ",7,Lorain ,D,3,Level,-,-,white collared to laboring ,1000 to 2250,No ,,No,,desirable ,nominal,slightly,,,singles mostly,frame ,20,good,1000 to 3000,8,53,1937,1000 to 2000,1800,82. ,10 to 17.50 ,12 ,80,1929,2200,-,1929,-,10 to 20 ,15,1933-35 ,800 to 1500,,1000,45,5 to 10 ,50,100,95 ,fair ,singles,fair 
24,Good,$12.50,90% filled,None,None,60% of appraisal,No building,,Population decreasing because of demolition to save taxes.,J. D. Carneal,,,"Richmond, Virginia",D,1,Rolling,,,95% negro,$350 - $750 per year,,0,Yes,95%,0,High in relation to the whole,No,Yes,,Singles,40% brick 60% frame,40 years and older,"Poor, very poor","$2,000",,,1937,"$1,500",,,$12.50,,,,,,,,$17.50,,1933,"$1,250",,,,$10.00,75%,90%,20%,Good,"$1,500",Active
245,Fair,$25 singles,Fair,$3500 singles,Fair,Ample,Ample,Static,Tuckaseegee Road running through section connects with one of main highways leading from Charlotte and quite a few filling stations have recently been erected on this road.,"Mr. C.W. Nixon, Loan Service Field Representative and personal inspection.",March 5,7,"Charlotte, N.C.",C ,12,Hilly,"All city conveniences, communtiy business center.",Lack of adequate transportation.  Distance to schools.  Distance from main business district.,"Clerical, skilled mechanics, laborers",900 to $2000,None,,None,,None,Few,slowly,,,Small cottages & bungalows,"Frame, Brick Veneer",10,Good,$2500 to $5000,$25,70%,,$2500 to $4500,$3500,80%,$20 to $35,$25 ,70%,1928-1929,$4000,100,1928-1929,100,$25 to $40,$35,1933,$1800 to $4000,,$3000,70%,$15 to $30,60,100,80,Fair,$3500 singles,Fair
246,Fair,$18 cottages,Fair,None,None,None,None,Static,"There are only a few private owned properties in this section.  About 1931, by reason of mill going broke, these mill houses were open to rent to anyone.  At this time another factory has been opened and the houses are only available for factory employees.","Mr. C.W. Nixon, Loan Service Field Representative and personal inspection.",March 8,7,"Charlotte, N.C. ",D,10,Hilly,"School, churches, near adequate transportation and near community business center.",Box factory in this area and most of properties are company owned.,Factory workers and clerical,700 to $1500,None,,No,,None,Many,,,,Small cottages,Frame,18 years,Fair,$2000 to $3500,$15,60%,,$1800 to $3000,$2000,80%,$15 to $25,$18 ,70%,1928-1929,$2500,100,1928-1929,100,$20 to $30,$25,1933,$1500 to $2500,,$1800,70%,$10 to $20,70,100,10,None,None,None
247,Good,$30 singles,Good,$4000 singles,Mediocre,Limited,Limited,Static,"The section along Roslyn Ave. & Rozzells Ferry Road has developed since 1926 and contains some nice small singles.  The section east of Rozzels Ferry Road is one of the older sections of the city, with properties medium priced and fairly well maintained.","Mr. C.W. Nixon, Loan Service Field Representative and personal inspection.",March 5,7,"Charlotte, N.C.",C ,10,Rolling,"All city conveniences, paved streets, good transportation faciltiies, school and churches located in district.  Also community business center located in the area.",Negro university adjoining section - also box factory.  Adjoining section on north is negro section.,"Clerical, skilled mechanics, laborers",900 to $2000,None,,None,,None,Few,,,,Small cottages & bungalows,Frame & Brick Veneer,18,Fair,$3000 to $6500,$25  ,70%,,$2500 to $5000,$3500,70%,$25 to $40,$30,80%,1928-1929,$5000,100,1928-1929,100,$25 to $45,$35,1933,$2000 to $4000,,$3000 ,60%,$20 to $35,70,100,60,Fair,$3500 singles,Fair
248,Good,$40 singles,Fair,$5500 singles,Mediocre,Ample,Ample,Static,"On the eastern side of this section is quite a large area devoted to warehouses and commercial establishments, facing on W. Morehead Ave.  It is anticipated that this development will expand Westward on Morehead and lots on the southern side of the area are being held by the developer for sale for commercial purposes.","Mr. C.W. Nixon, Loan Service Field Representative and personal inspection",March 3,7,"Charlotte, N.C.",B,7,Rolling,"Community business center, adequate transportation, close proximity to schools and churches.","Steady encroachment of commercial and industrial development along W. Morehead with vacant lots on the south side of this section facing W. Morehead, being retained by developer for sale for commercial establishments.","Clerical, executives, professional",2000 to $3600,None,,None,,None,None,Slowly,,,Small singles & some duplexes & 4 family apartments,Brick veneer & Frame,10 ,Good,$4000 to $8500,$35  ,80%,,$3500 to $7500,$5500,75%,$30 to $50,$40,85%,1928-1929,$7000,100,1928-1929,100,$35 to $55,$45,1933,$3000 to $7000,,$5000,70%,$25 to $45,80,100,70,Fair,$5500 singles,Fair
249,Fair,$15 cottages,Fair,None,None,None,None,Static,This area is a cotton mill village - most all of the population working in the mill and most all properties owned by the mill.,"Mr. C.W. Nixon, Loan Service Field Representative and personal inspection.",March 8,,"Charlotte, N.C.",D,11,Hilly,Close to Park,"At edge of city limits, inadequate transportation, lack of schools and churches, cotton mill community with mill located in area, majority of houses being company owned.",Mill workers,500-$900,None,,None,,None,Few,,,,Small cottages,Frame,18 years,Fair,$2000 to $3000,$15,75%,,$1500 to $2500,$1800,90%,$12 to $20,$15 ,75%,1928-1929,$2000  ,100,1928-1929,100,$15 to $25,$20,1933,$1200 to $2000,,$1500,75%,$10 to $20,40,100,10,None,None,None
25,Owner occupied,,,Brick,20,Good,Good,Upward,"Most highly desirable like, A-5, but less costly homes are permitted under the restrictions than in A-5",,,,"Richmond, Virginia",A,6,On a wooded steep bluff overlooking sweeping curve in the river. Awe-inspiring view.,,,Best people,"$5,000 & upward",,0,0,,0,0,Yes,No,,Single family,Brick - almost estates,2 to 10 years,Excellent,"$12,000 - $25,000",,,1937,,"$15,000 - $18,000",,,,,,"$20,000",,,,Owner occupancy,,1933,,,"$12,000",,None for rent,25%,100%,100%,Good,"$12,000",Fair
250,Fair,$15 cottages,Fair,$2500 singles,Mediocre,Limited,Limited,Static,The western part of area is composed of better class negro properties and eastern part of the area is composed of low-type negro rental properties.,"Mr. C.W. Nixon, Loan Service Field Representative and personal inspection.",March 7,7,"Charlotte, N.C.",D,7,Rolling,"Western side adjoins negro college, adequate transportation facilities, near white community business center, close to schools and churches.","Cemetery adjoining part of area, old type construction, negro population, creek runs through part of area.",Laborers and Domestics,600 to $1200,None,,Yes,100,None,Few,,,,Small cottages and some large singles,Frame,15 years,Fair,$2000 to $4500 ,$12,60%,,$1500 to $3500,$2200,70%,$12 to $25,$15,75%,1928-1929,$3000,100,1928-1929,100,$15 to $30,$20 ,1933,$1500 to $3000,,$2000,60%,$8 to $20,65,85,60,Poor,$2200 cottages,Poor
251,Good,$35 Singles,Good,None,None,Limited,Limited,Static,"As a whole this section is a ""High"" yellow.  It is one of the older sections with some very nice properties on the north side of Trade St.","Mr. C. W. Nixon, Loan Service Field Representative",March 5,7,"Charlotte, N.C.",C ,11,Hilly,"Elementary & High School, churches, business center, good transportation facilities.  Older residential section well kept.","Creek running through area, adjoining cemetery and negro section. Close proximity to main business district.","Clerical, skilled mechanics and laborers",1000 to $2400,None,,None,,None,Few,,,,"Large & Small Singles, some 4 family apts.",Frame & Brick Veneer,18,Good,$3000 to $10000,$30,65%,,$3000 to $7500,$4000,80%,$25 to $50,$35,75%,1928-1929,$5000,100,1928-1929,100,$30 to $60,$45,1933,$2500 to $6500,,$3500,70%,$20 to $40,100,98,60,Fair,$4000 Large Singles,Fair
252,Fair,$12 cottages,Fair,None ,None ,None ,None ,Static to downward,Major portion of properties in this area all cheap grade of negro houses built for rental purposes.,"Mr. C.W. Nixon, Loan Service Field Representative and personal inspection.",March 8,7,"Charlotte, N.C.",D,8,Hilly,"Adequate transportation, schools, churches, negro hospital","Type of population, cheap construction",Laborers,400 to $900,None,,Yes,95,None,Many,,,,Small cottages,Frame ,25 years,Poor,$1200 to $2500,$10,67%,,$1200 to $2200,$1500,80%,$10 to $18,$12 ,80%,1928-1929,$1800,100,1928-1929,100,$10 to $25,$15,1933,$1000 to $2000,,$1200  ,67%,$8 to $15,70,90,25,None ,None ,None 
253,Fair,$12 cottages,Fair,$2000 cottages,Mediocre,Very limited,Very limited,Static,"The western part of the area is known as ""Biddleville"" and along Oaklawn Ave. and W. Trade St. are many better grade negro properties occupied by negro professors teaching in the negro college, negro brick masons, and other skilled negro mechanics, but interspersed with these better grade properties are many lower grade properties.","Mr. C.W. Nixon, Loan Service Field Representative and personal inspection.",March 7,7,"Charlotte, N.C.",D,6,Hilly,"Schools and churches located in area, also community business district.  Negro College adjoining area on south.",Inadequate transportation for center of area.  Cotton Oil Mill located in eastern part of area.,"Negro skilled mechanics, laborers, domestics, negro teachers",400 to 1500,None,,Yes,98,None,Many,slowly,,,Some large singles - small cottages,Frame,15,Fair to poor,$1500 to $6500,$10 ,60%,,$1200 to $4500,$2000,80%,$10 to $20,$12,70%,1928-1929,$2500,100,1928-1929,100,$12 to $35,$18,1933,$1000 to $4000,,$1800,70%,$8 to $20,60,100,35,Poor,$2000 cottages,Poor
254,None,None,None,None,None,Limited,Limited,Static,This area has only a small number of houses in it but they are of better type than the adjoining.  There is one large country home located in the area.,"Mr. C.W. Nixon, Loan Service Field Representative and personal inspection",March 5,7,"Charlotte, N.C.",C ,8,Rolling,Nothing particular,"No transportation facilties, lack of close proximity to schools, churches, business centers.","Clerical, mechanics",1000 to $2400,None,,None,,None,None,,,,Small singles,Frame,10,Good,$2000 to $4000,$25,70%,,$2000 to $4000,$3000,80%,$20 to $35,$30 ,80%,1928-1929,$3500,100,1928-1929,100,$20 to $40,$35 ,1933,$1500 to $3000,,$2500,70%,$18.00 to $30.00,10,100,90,None,None,None
255,Good,Singles & apartments,Good,None,None,Limited,Limited,Static to downward,"This is one of the older sections of the city, with growing tendency to boarding and rooming houses.  Houses are old & obsolete.  There are several large apartments and also several smaller ones.  Close proximity to business district makes good rental demand.","Mr. C.W. Nixon, Loan Service Field Representative and personal inspection",March 5,7,"Charlotte, N.C.",C ,9,Hilly to rolling,"Close to main business district, schools, & churches.  Adequate transportation facilities.",Age of properties - type of construction,Very varied,1000 to $3000,None,,None,,None,Few,,,,"Large two story singles, many apartments",Frame,25,Fair,$3000 to $10000,$30,65%,,$2500 to $7000,$4000,80%,$25 to $45,$35,75%,1928-1929,$5000,100,1928-1929,100,$30 to $60,$45,1933,$2500 to $7000,,$4000,80%,$20 to $45,100,95,25,Poor,Large single,Poor
256,Fair,$15 cottages,Fair,None,None,None,None,Static to downward,Area composed of negroes and low-income white people.  The northern part of the area along Hutchison Ave. has very little development.,"Mr. C.W. Nixon, Loan Service Field Representative and personal inspection.",March 7,7,"Charlotte, N.C.",D,5,Rolling,"Adequate transportation, close to schools and churches.","Railroad shops, negro section, obsolete properties, oil storage tanks, warehouses located in the area.",Laborers,600 to $1200,None,,Yes ,60,Negroes,Many,,,,Small cottages,Frame,18 years,Poor,$2000 to $3500,$12,60%,1933,$1500 to $2500,$2000  ,80%,$12 to $25,$15,75%,1928-1929,$2500,100,1928-1929,100,$15 to $30,$20 ,1933,$1000 to $2500,,$1800,70%,$10 to $20,40,95,30,None,None,None
257,Good,$35 singles,Good ,$3000 singles,Mediocre,Ample,Ample,Static,"The southern part of this area is ""High"" yellow.  In the northern part of the area, along Hutchison Ave., there is a tendency towards industrial development and several plants are now located here.","Mr. C.W. Nixon, Loan Service Field Representative and personal inspection.",March 5,7,"Charlotte, N.C.",C ,7,Slightly rolling,Southern part has bus transportation and elementary school also located in this part.,"Adjacent to industrial area.  Railroad adjoins northern part on Eastern side, and property along the tracks has tendency toward industrial development.","Clerical, skilled mechanics & laborers",1000 to $2000,None,,None,,None,Few,slowly,,,Small 5 room cottages & bungalows,Frame,10,Fair to good,$2500 to $4500,$25.00,70%,,$2500 to $4000,$3500,85%,$25 to $40,$30.00,80%,1928-1929,$4000,100,1928-1929,100,$25 to $45,$35.00,1933,$1800 to $3500,,$3000,70%,$20 to $35,50,100,65,Fair,$3000 singles,Fair
258,Fair,$15 cottages,Fair,None,None,very limited,very limited,Static to downward,"The great majority of houses in this area all small cheap negro houses, and others are large-type single houses used as boarding and rooming houses in that part of the area adjoining main business district.","Mr. C.W. Nixon, Loan Service Field Representative and personal inspection",March 7 ,7,"Charlotte, N.C.",D,2,Rolling to Hilly,"Has all city conveniences, close to schools and churches and main business district.","Old community, cheap construction, type of population.","Factory workers, domestics, laborers",600 to $1400,None,,Yes,65,Negroes,Many,,,,Large old type singles and small cottages,Frame,25,Poor,$2000 to $4500,$10.00,50%,,$1000 to $3500,$2500,70%,$12 to $35,$15.00,70%,1928-1929,$3500,100,1928-1929,100,$20 to $45,$20.00,1933,$1500 to $4000,,$2000  ,60%,$10 to $30,80,95,35,Poor,$2000 cottages,Poor
259,Fair,$20 singles,Fair,None,None,Limited,Limited,Static to downward,"In portion of area between Charles Ave. & 22nd St. majority of houses owned by cotton mill and rented to operatives.  Northern part of area is the better part, containing larger percentage of home ownership, and can be classed as ""High"" red.","Mr. C.W. Nixon, Loan Service Field Representative and personal inspection",March 7,7,"Charlotte, N.C.",D,1,Rolling to Hilly,"Schools and churches, community business center, fair transportation facilities.","Encroachment of industrial development, cotton mills in area, railroad on west side and adjoining it is Swift Refining Co. and many other warehouses and industrial plants.",Factory workers and laborers,600 to $1200,None,,Yes,5,None,Many,,,,Small cottages,Frame,18,"Mill properties fair, others poor",$1800 to $3000,$15 ,60%,,$1200 to $2500,$2000,80%,$15 to $30,$20 ,80%,1928-1929,$2500,100,1928-1929,100,$20 to $35,$25  ,1933,$1200 to $2500,,$1500,60%,$10 to $20,90,95,30,Poor,$2500 singles,Poor
26,No rental properties,,,Single Bricks,35,Best,Best,Will still be desirable,,,,,"Richmond, Virginia",B,8,Rolling and wooded,,,High type salaried men,2500-4000,,0,No--restricted against negroes,,0,0,Yes,No,,Singles,"Mostly brick--some stones, some frame",2 to 8 years,Excellent,,,,1937,,"$8,500",,,,,,"$10,000",,,,Owner occupancy no rental property,,1933,,,"$7,500",,,25%,100%,100%,Excellent,"$8,000 - $10,000",Very active
260,Fair,$25 Singles,Fair,$3500 singles,Mediocre,Ample,Ample,Static,The section lying north of the railroad is the most desirable portion.  Homes are built on lots larger than average size.,"Mr. C.W. Nixon, Loan Service Field Representative and personal inspection",March 5,7,"Charlotte, N.C.",C ,6,Gently rolling,No particular favorable influences.,"Lack of adequate transportation, lack of close proximity to schools and churches.  Railroad running through area.","Clerical, skilled mechanics",1200 to $1800,None,,None,,None,None,slowly,,,Small cottages and bungalows,Frame ,8 years,Fair,$2500 to $4500,25,80%,,$2500 to $4000,$3000,80%,$25 to $35,25,80%,1928-1929,$3500,100,1928-1929,100,$25 to $40,$30,1933,$2000 to $4000,,$2500  ,70%,$20 to $35,40,100,80,Fair,$3000 singles,Fair
261,Fair,$25 singles,Fair,$3500 singles,Mediocre,Limited,Limited,Static,"The northeast portion of this area, lying east of Plaza, is a subdivision which has been developed within past ten years, and rates a ""High"" yellow.  That portion lying southeast of Plaza and adjoining Area B-1 is also a ""High"" yellow benefitting from close proximity to Area B-1.  That part west of Plaza and north of Parkway contains the older properties in this section and rates a ""low"" yellow.","Mr. C. W. Nixon, Loan Service Field Representative and personal inspection.",March 4,7,"Charlotte, N.C.",C ,1,Level to rolling,Adequate transportation for that part located within city limits.  Small community business center located at corner of Plaza and Lola Ave.,"Majority of streets unpaved - schools, churches not easily accessible.",Clerical & Mechanics,$900 to $1800,None,,None,,None,Few,,,,Small 5 & 6 room cottages & bungalows,Frame predominates,15,Fair,$2500 to $4500,$20,66 2/3%,,$2000 to $4000,$3000,85%,$20 to $35,$25,80%,1928-1929,$3500,100,1928-1929,100%,$20 to $40,$30,1933,$2000 to $3500,,$2500  ,70%,$12 to $30,60,100,65,Fair,$3000 singles,Fair
262,Good,$40 singles,Good,$6000 singles,Substantial - about 75,Ample,Ample,"On west side static, on east side static to upward","The western side of the section is about 15 years old and when first started it gave evidence of an ""A"" grade; however, construction of some cheaper houses tended to halt its advance.  On the eastern side there has been quite a large amount of new construction during the past 18 months.","Mr. C.W. Nixon, Loan Service Field Representative and personal inspection.",March 3,7,"Charlotte, N.C.",B,1,Rolling to level,"Construction fairly modern & uniform.  Area close to Country Club.  Transportation facilities adequate on western side of area but not so good on eastern side adjoining area A-1 but on this side development is more recent, of good uniform construction.","No schools, churches, or community business center in the area.","Executives, clerical, skilled mechanics, salesmen",2000 to 4000,None,,No,,None,No ,Rapidly on the Western side,-,-,Large & small singles,Frame & Brick Veneer,10 years,Good,"$4,000 to $18,000",$35  ,75%,,"$3,500 to $15,000",$6000,75%,$30 to $60 ,$40,80%,1928 & 1929,$8000,100,1928 & 1929,100,$35 to $75,$50,1933,"$3,000 to $12,000",,$5000,62%,$25 to $60,60,100,75,Good in eastern side,$6000 singles,Good  
263,Nothing for rent,,-,$15000 singles,Mediocre,Ample,Ample,Slowly upward,"In 1929 there were only about six residences in this section, the majority of which were large estates.  Type of construction and price range would indicate that lack of adequate transportation facilities would not be detrimental.  Area is being slowly developed - with a tendency from the ""Estate Class"" to the $12,500 to the $25,000 range.","Mr. C. W. Nixon, Loan Service Field Representative, and Personal Inspection.",March 2,7,Charlotte,A,1,Slightly rolling,Adjoins Charlotte Country Club,Major portion outside city limits - no transportation facilities.,Executives & Business Men,4000 - Upward,None,,None,,None,None,Slowly,-,-,Large singles,Brick Veneer,5 years,Good,"$15,000 to $35,000",,,,$12500 to $25000,$15000,75%,,,,1928,$20000,100,Nothing ever rented and were,,Nothing ever rented in this area,,1933,$10000 to $25000,,$13000,65%,,5,100,100,Fair,$15000 single,Fair
264,Fair,$30 singles,Fair,$3500 singles,Mediocre,Ample,Ample,Static,"The northern part of the area is a ""High"" yellow while that part along Central Avenue is a ""low"" yellow.","Mr. C.W. Nixon, Loan Service Field Representative and personal inspection",March 4,7,"Charlotte, N.C",C ,3,Hilly,Has all city conveniences.  Properties adjoining B-1 are of fairly good construction.  Elementary school located on Central Avenue.,"Lack of adequate transportation, property fronting on Central Avenue is low, several small type filling stations and grocery stores combined located on Central Avenue.  Properties are of cheap type of construction on Central Avenue.","Clerical, mechanics, laborers",900 to $1800,None,,None,,None,Few,Slowly,,,Small 4-5-6 room cottages and bungalows,Frame - few Brick Veneer,12 years,Fair to good,$2500 to $4500,$20,60%,,$2500 to $4000,$3000,70%,$20 to $40,$30 ,80%,1928-1929,$4000,100,1928-1929,100,$25 to $45,$35,1933,$2000 to $3500,,$2500  ,60%,$15 to $35,60,100,65,Fair,$3000 singles,Fair
265,Good,$40 singles,Fair,$4500 singles,Substantial- about 40,Ample,Ample,Slowly up,The area consists largely of medium priced single family homes.  Occupied by people of medium income who take pride in home ownership.,"Mr. C.W. Nixon, Loan Service Field Representative and personal inspection.",March 3,7,"Charlotte, N.C.",B,2,Level and gently rolling,"Adequate transportation facilities, adjoins private golf course.  Community business center located on Central Ave. about 4 blocks from this area.",Schools not very convenient.  Coal yard and manufacturing plant located on railroad only about 2 blocks from this area.,"Clerical, skilled mechanics",1800 to 3000,None,,None,,None,None,Slowly,-,-,Small singles,Frame & brick veneer,8 years,good,$3500 to $8000,$30  ,60%,,$3000 to $8000,$4500,80%,$30 to $45,$40,75%,1928-1929,$5500,100,1928-1929,100,$30 to $60,$50,1933,$2500 to $5000,,$4000,70%,$25 to $40,70,100,75,Good,$4500 singles,Fair
266,Good,$35 singles,Good,$4000 singles,Mediocre,Ample,Ample,Static,"This entire area can be termed a ""High"" yellow, the railroad running through it and the location in the area of the coal yard and factory keeping it from being a ""B"" area.","Mr. C.W. Nixon, Loan Service Field Representative and personal inspection.",March 4,7,"Charlotte, N.C.",C ,4,Hilly to rolling,Higher type areas on two sides - close proximity to adequate transportation - all city conveniences.,Railroad running through area.  Coal yard and industrial plant located on railroad.,"Clerical, skilled mechanics",1200 to $3000,None,,None,,None,None,,,,Small 5-6 room singles,Frame & Brick Veneer,12 years ,Good,$3000 to $5000,$30,70%,,$3000 to $4500,$3500,80%,$25 to $45,$35 ,80%,1928-1929,$4500,100,1928-1929,100,$30 to $50 ,$40,1933,$2500 to $4000,,$3000  ,70%,$20 to $40,70,100,70,Fair,$3500 singles,Fair
267,Good,$35 Singles,Good,None,None,Limited,Limited,Static to downward,"On Elizabeth Avenue there are several very nice old type large residences which are gradually being converted into boarding and rooming houses; also, several apartment houses with apartments renting around $40.00.  The area adjoining Independence Park and B-3 might be termed ""High"" yellow.","Mr. C.W. Nixon, Loan Service Field Representative and personal inspection.",March 4,7,"Charlotte, N.C.",C ,5,Rolling and hilly,"Senior High School, Elementary School located in the area; also, community business center.  Adjoining Independence Park - all city conveniences - adequate transportation facilities.","Adjoining business district, negro sections on two sides, old type of construction.  Boarding and rooming houses - some apartments.","Clerical, skilled mechanics",1200 to $3000,None,,None,,None,Few,,,,Small & Large Singles & some Apartments,Frame & Brick Veneer,25 years,Fair,$3000 to $7000,$30,70%,,$3000 to $6000,$4500,90%,$25 to $50,$35,80%,1928-1929,$5000,100,1928-1929,100,$25 to $60,$40,1933,$2500 to $5000,,$4000,80%,$20 to $45,95,100,50,Fair,$4500 singles,Fair
268,Fair,$25 single,Fair,None,-,Limited,Limited,Static,"Area contains a mixture of population type.  Properties are not uniform, containing many small homes and also quite a few larger old type houses.  That part of area adjoining B-1 is a ""High"" yellow.","Mr. C.W. Nixon, Loan Service Field Representative",March 4,7,"Charlotte, N.C.",C ,2,Level to gently rolling,"Transportation facilitates adequate, churches & schools located in the area, community business center.",Railroad tracks running through southwest corner of area.  Cotton mill is located in the area.  Majority of properties in excess of 20 years of age.,"Clerical, mechanics, factory workers and laborers.",900-1800,None,,None,,None,Some,,,,"Small 4, 5, 6 room frame singles",Frame,20 years,Fair,$2500 to $4000,20,66 2/3%,,$1800 to $3500,2700,80%,$15 to $35,25,80%,1928-1929,$3500,100,1928-1929,100,$20 to $40,$30,1933,$1800 to $3500,,2500,70%,$15 to $25,70,100,60,Poor,$2500 single,Poor
269,Fair,$20 singles,Fair,None,None,Very limited,Very limited,Static,"This area is composed of better grade of negro properties, occupied largely by domestics who earn their livlihood in the better areas adjoining.  It is not considered as having a detrimental influence on the adjoining areas.","Mr. C.W. Nixon, Loan Service Field Representative and personal inspection.",March 7,7,"Charlotte, N.C.",D,4,Level to rolling,"Adjoining high type area, close to schools and churches and community business center.",Entirely negro population.,Laborers & Domestics,600 to $1200,None,,Yes,100,None,Few,,,,Small cottages,Frame ,15 years,Fair,$2500 to $4000,$15,60%,,$2000 to $3000,$2500,80%,$15 to $25,$20 ,80%,1928-1929,$3000,100,1928-1929,100,$20 to $30,$25,1933,$1500 to $3000,,$2000,67%,$12 to $20,75,100,65,Poor,$2500 singles,Poor
27,,,,,,,,,,,,,"Richmond, Virginia",C,5,Rolling,,"Dozen or less homes, very old - No activity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Good,$50 singles,Good,None,None,Ample,Ample,Static,The northern portion of this area consists of older properties while the southern portion contains properties of more recent construction.,"Mr. C.W. Nixon, Loan Service Field Representative and personal inspection",March 3,7,"Charlotte, N.C.",B,3,Gently rolling to level,"Churches, elementary, Junior High & Senior High Schools, park, community business center all located in and adjoining this area.  Good transportation facilities.",Nothing particular,"Executives, Business men, clerical",1800 to $4000,None,,None,,None,None,-,-,,Large & Small singles & some 4 family apartments,Frame & Brick veneer,15,Good,$4500 to $15000,$40  ,67%,,$3500 to $12500,$6500,80%,$35 to $70,$50,80%,1928-1929,$8000,100,1928-1929,100,$40 to $80,$60,1933,"$3500 to $10,000",,$5500,67%,$30 to $60,90,100,80,Good,$5500 singles,Fair
271,Fair,$15 cottages,Fair,$2000 cottages,Mediocre,Very limited,Very limited,Static to downward,One of the older negro sections of the city - adjoining main business district.,"Mr. C.W. Nixon, Loan Service Field Representative and personal inspection.",March 7,7,"Charlotte, N.C.",D,3,Rolling to Hilly,"Adequate transportation, schools, churches.","Cheap properties, negro section almost entirely, and old community.",Laborers and domestic servants,600 to 1200,None,,Yes ,98,None,Many,,,,Few large singles and small cottages,Frame,25 years,Fair,$2000 - $3500,$10 .00,50%,,$1500 - $3000,$2000,80%,$10 to $25,$15.00,75%,1928-1929,$2500,100,1928-1929,100,$15 to $30,$20 .00,1933,$1000 - $2500,,$1500,60%,$8 to $20,90,95,35,Poor,$2000 cottages,Poor
