polygon_id,name,not_on_form,pop_inc,pop_dec,pop_static,class_occ,pct_foreign,nationalities,pct_black,infiltration,predom_build_pct,other1_pct,predom_build_type,other1_type,predom_build_constr,other1_constr,predom_build_age,other1_age,predom_build_repair,other1_repair,predom_build_occ,other1_occ,predom_build_ownocc,other1_ownocc,predom_build_1935price,other1_1935price,predom_build_1937price,predom_build_1937pctchange,other1_1937price,other1_1937pricepctchange,price3_yr,predom_build_price3,predom_build_price3pctchange,other1_price3,other1_price3pctchange,predom_build_demand,other1_demand,predom_build_pricetrend,other1_pricetrend,predom_build_1935rent,other1_1935rent,predom_build_1937rent,predom_build_1937rentpctchange,other1_1937rent,other1_1937rentpctchange,rent3,predom_build_rent3,predom_build_rent3pctchange,other1_rent3,other1_rent3pctchange,predom_build_rentdemand,other1_rentdemand,predom_build_renttrend,other1_renttrend,newconstr_amt,newconstr_type,newconstr_perform,holc_overhang,inst_overhang,sales_yr,holc_sales,inst_sales,mortgagefunds,no193,taxper1000,desc_terrain,location,sec_grade,area_num,date
5966,"Detroit, Michigan",,Slowly,,,Lower middle class & middle class,,,,,98,,One-family 5-7 rooms,,Frame,,12-20 years,,Fair - some good,,99%,,75%,,3200-6500,,3800-7500,17,,,"March 1, 1939",3500-7000,-7,,,,,Weak,,20-40,,25-50,25,,,"March 1, 1939",25-50,0,,,,,Firm,,,,,,,2,,,Limited,8,40.37,"A fair section with the best houses in the first block West of Gratiot between Nine Mile Rd. and Deerfield.  Distance to employment centers limits appeal and transportation is available only on Gratiot Ave.  Future of this town is not particularly favorable, but this is the best part of East Detroit and, as such, the most stable.",East Detroit,3rd,C94,3/1/39
5967,"Detroit, Michigan",,Slowly,,,"Lower middle class and lower class- labor, clerks",,,,Negro threatening in northeast corner,95,,One family 4-6 rooms,,Frame-few brick veneer,,15 years,,Fair- some poor,,97%,,75%,,1350-3000,,1650-3800,25,,,"March 1, 1939",1500-3500,-8,,,,,Weak,,10-22.50,,12-30,29,,,"March 1, 1939",12-27.50,-6,,,,,weak,,,,,,,,,,None,8,40.37,An outlying area developed during the expansion period of the 1920's. Housing is all mediocre and general appeal is lacking. Distance to employment centers is detrimental as is inconvenience of trasnportation except on Gratiot Avenue. Area is about 25% developed with future prospects not very favorable. ,East Detroit,4th,D-50,3-1-39
5968,"Detroit, Michigan",,Slowly,,,Lower middle class,,,5,,90,,One-family 5-7 rooms,,Frame,,12-20 years,,Fair,,97%,,70%,,1350-4000,,1800-5000,23,,,"March 1, 1939",1600-4500,-10,,,,,Firm,,15-30,,17.50-38,22,,,"March 1, 1939",15-35,-9,,,,,Firm,,,,,,,,,,Very limited,8,9.72,"An outlying town of scattered development most of which is concentrated near Gratiot Ave.  Housing is similar in most respects to East Detroit, but distance to employment centers definitely limits appeal.  Bus transportation is available only on Gratiot Ave.  Negro is concentrated South of Church Street between Macomb and Pinehurst.",Roseville,3rd,C92,3/1/39
5969,"Detroit, Michigan",,,,Yes,Business men- salesmen- workers $1000-4000,50,Italian south of Joy Rd. Otherwise Jewish & Polish,No,American & Italian Labor- moderately,85,15,Singles,2-flats,"Frame, sprinkling of brick",Frame,Up to 25 yrs. ,Up to 25 yrs. ,Fair to poor,Fair to poor,95%,95%,60%,45%,1000-4800,4000-6300,1400-6000,20,5000-7700,20,"March 1, 1939",1200-5500,-10,4500-7000,-10,$1800-4800,$3300-5500,Weak,Weak,13-45,12.50-40,17-55,20,16.50-50,20,"March 1, 1939",15-50,-10,15-45,-10,$15-45,$15-35,Weak,Weak,10 Scattered construction north of Cortland. ,"$5,000",Moderately,18*,"40 2-flats, 73 singles",2,5 HOLC Loans: Outstanding- 729; paid off 24,"43 2-flats, 105 singles",Selective,8-1939,32.71 Assess.fair,"90% developed. All city facilities. Close to factory work. Area has industrial sites, coal and supply yards. Small lots. Poor maintenance. Mixed social groups. Obsolete structures. High foreclosure. On American and on Central between Dover and Tireman singles and 2-flats are above the area average as given above. Slightly above the area averages as given is that section of Grand River from American to Ridgewood, Ridgewood to Steepel, Steepel to Chicago, Chicago to American and American back to Grand River. There are few new 6-room singles on Wykes below Chicago in the $5000-6000 range, and 2-flats below Chicago on Prairie, Wykes & Burnett range $6000-8000. Otherwise the area is as above. Military & Carbondale Streets border on industry and are very ordinary frame singles with a few frame 2-flats. South of Chicago is ordinary 1 1/2-story cottage and bungalow type in neglected condition. Industrial area rating 3rd grade. *See explanation sheet for Area Descriptions. ","Detroit, Michigan",3rd,C-25,3-1-39
5970,"Detroit, Michigan",,very slowly,,,Labor-Lower class income group,,,,,95,,One-family 4-5 rooms,,Frame,,5-30 years,,Poor,,99-100%,,70%,,1200-$4500,,1500-$5500,22,,,"March 1, 1939",1350-$5000,-10,,,,,Weakening,,16-30,,20-37.50,25,,,"March 1, 1939",20-37.50,0,,,$25-35,,Firm,,0,,,,14 at $2500-4000,2,,6 at $1500-5000,Limited to few better houses,8,38.10 average,"Although the majority of the properties in this area are not particularly desirable, rental demand has held up very well because of the low rent level. Vacancy is virtually nil and for this reason downward adjustments in rents during 1938 were not necessary as in other sections of Birmingham. There are many shack type units and so-called garage houses without basements. Section is convenient to schools, shopping centers and transportation, but the fare to Detroit proper is 26 cents by trolley. Employment centers are inconvenient. Restrictions are lacking and there is no paving. Development is about 40% with new building at a standstill. The trend of demand is constant, but the section will probably continue its downward trend in point of desirability to those who can afford better quarters. Woodward Ave. frontages are primarily commercial particularly at the Maple Road intersection. ",Birmingham ,3rd-,C-73,3/1/39
6268,"Detroit, Michigan",,Slowly,,,Middle class,25,Polish,0,None- possibly improving,90,,One family 6-8 rms,,Brick veneer - few frame,,1-10 yrs,,Good,,99-100%,,70%,,4500-9000,,"6000-12,000",33,,,"March 1, 1939","5500-10,000",-14,,,Up to $8000,,Firm,,30-60,,37.50-80,25,,,"March 1, 1939",35-75,-5,,,,,Firm,,45,One family $5500-8500,,7*  $6000-8000,,2,2  $7000-9500,,Ample,8,30.49,"This is a substantial neighborhood with houses very well maintained.  Houses within Morrow Circle are the most desirable but the entire neighborhood is largely Polish and market is somewhat restricted.  Competition of new construction has affected prices on older properties because of lower payments, but this section should hold up fairly well because of proximity to Ford Motor Co. Transportation to Detroit is convenient and all other facilities are available.  Zoned for one family houses.   *See explanation shoot for Area Descriptions.",Dearborn,2nd,B30,3-1-39
6269,"Detroit, Michigan",,Slowly,,,Clerks-mechanics-salesmen $1000-2500,No,,No,No,98,2,Singles & bungalows,2-flats,Brick and frame,,8-12 yrs. ,,Fair,,95%,95%,50%,50%,1100-4000,,1500-5500,25,,,"March 1, 1939",1200-5000,-10,4000-5000,,$1200-4200,3500-5000,Firm,,13-37,,17.50-50,25,,,"March 1, 1939",15-45,-10,,,$15-40,,Firm,,20 Steady scattered production,Frame $4250-5000,Moderately,0,2 singles,2,0 HOLC Loans: Outstanding-28,13 singles 2 2-flats,Selective,8-1939,32.71 Assess. fair,"Water, gas, electric light, sewers. Remote from work. Adjoins negro area. Unpaved streets. Considerable foreclosure. 35% developed. Rates low 3rd grade or high 4th grade. ","Detroit, Mich. ",3rd ,C-8,3-1-39
7032,"Essex County, New Jersey",E112,Slowly,,,White collar,,High class Jewish,0,None,90,10,1-family 2-2 1/2 story,2-family,Frame & brick,Frame,12-15 yrs.,12-15 yrs.,Good,Good,98%,98%,60%,50%,"7000-11,500","8000-14,000","7000-12,500",5,"8000-15,000",5,1939,"6500-11,000",-10,"7500-12,500",-13,Fair,Poor,Static,Static,60-100,45-70,65-110,9,45-75,5,1939,65-110,-,45-75 per flat,-,$75-80,$50-65,Static,Static,8,"1-family $9000-18,000",Fair,25,300,2,4,65,Good,9,45.50,"High and rolling, heavily wooded, 75% improved. All city facilities, highly restricted, no business or industry, good commutation to New York City. Local transportation is poor without automobile. In the past ten years or so, this section has witnessed the greatest amount of the highest grade development which has taken place in this part of Essex County. It is magnificent country and far enough from crowded centers to attract wealthy seekers after substantial suburban homes. It is continued growth along similar lines would seem to be assured for many years to come.",Newark Weegnahic Section,2nd+,B-1,1-1-39
7033,"Essex County, New Jersey",E113,,,Yes,White collar est. income $2000-4000,,Jewish,0,,60,30,2-family,1-family 2-2.5 story,Frame,Frame,12-14 yrs,12-14 yrs,Fair to good,Fair to good,98,98,50,60,6500-9000,6000-9000,7000-10000,9,6500-10000,10,1939,6500-9000,9,6000-9000,9,Nominal,6500-7500 Fair,Uncertain,Static to up,40-50,None,45-60,17,60-90,,1939,45-60,,60-80,,45-55 fair,65-75 fair,Static,Static,0,,,110,600,2,12,200,Fair to good,9,45.50,"Ground is slightly rising. All city facilities, transportation, schools, etc. A convenient residential neighborhood for downtown Newark. Area is at least 90% improved. This is still a desirable neighborhood for good class Jews. It was largely developed in the 1920's by speculative builders and sold on small down payments. Many of the two-family houses were sold at $14,500, terms $10,000 B/L 1st Mortgage, $2000, 2nd Mortgages and $2500 cash. Foreclosures have been extremely heavy and in the past year or so many of those have been resold by the B/L Assns. through use of their shares at large discounts (usually 50% or more) There are a few 4-family units in the area whose flats rent for from 440-50 per month and about 25% of all dwellings units are in apartment houses.",Newark Upper Weegnahic Section,2nd,B-2,1-1-39
7034,"Essex County, New Jersey",E117,,,Yes,"Mixed, white collar, skilled mechanics, labor Est. income $1200-2500",50,"German, Irish, Polish, Italian, descent Jewish",Nom. %,None,40,15,2-family 3-fam 4-fam,1-family 2-2.5 story,"Frame, some brick","Frame, some brick",40 yrs,40 yrs,Fair to poor,Fair to poor,96,95,40,50,4500-8500,3500-6500,5000-9000,8,4000-7500,15,1939,4500-9000,4,3500-7000,9,5000-8000 Nominal,4000-5000 Nominal,Static,Static,25-45,30-50,30-50,14,35-55,12,1939,30-50,,35-55,,30-35 Good,35-45 Fair,Static,static,0,,,75,400,2,7,90,Scarce,9,45.50,"Level, all city facilities, and conveniences. This is a large area embracing a part of Newark which is neither slum nor good. In spite of its size, it is a fairly homogeneous mixture of various types of dwellings from singles to apartments and tenements. The two latter classifications account for almost half of all dwelling units. Being close to business center of Newark fit is subject to the pressure exerted by expanding commercial and attendant slum areas. Although still retaining value as a residential area for those of modest income, it has passed its peak and is definitely on the down-grade.",Newark Shaw Ave. to D.L. & W.R.R. - Elizabeth Ave. to 20th St.,3rd,C-1,1-1-39
7035,"Essex, Country",E114,,,Yes,White Collar Est. income $2500-7500,,Jewish,0,None,95,5,1-family 2-2.5-3 story,2-family,Frame,Frame,20-25 yrs,20-25 yrs,Fair to good,Fair to good,98,98,60,60,5000-15000,6000-8000,5500-17500,15,6500-9000,11,1938,5000-15000,13,6000-8000,10,6000-10000 slow,Nominal,Static,Static,45-90,35-45,50-100,11,40-50,12,1938,50-100,,40-50,,60-70 fair,45-50 fair,Static,Static,0,,,19,200,2,0,30,Fair,45.50,"Fairly high ground. All city facilities, convenient to center Newark. This area has been passed its peak, although still desirable particularly to Jews of good class. Average age of structures is substantial although they are mostly early modern, Surrounding neighborhoods are of poorer character and steadily going down-hill, but it would seem likely that encroachment from this source should be resisted for some years to come.",Newark Clinton Hill Section,2nd,B-3,1-1-39,
7036,"Essex County, New Jersey",E127,,,Yes,Labor; Est. income $500-1500,20%,Italian,70%,Many on relief,40%,15%,2-4 family,1-family,Frame and brick,Frame and brick,50 yrs,50 yrs,Very poor,Very poor,98%,98%,Nominal,Nominal,$3000-6000,$2500-3000,$3000-6000,-,$2500-3000,-,1939,$3000-6000,-,$2500-3000,-,Slow,Slow,Static to down,Static to down,$18-25,$25-40,$18-25,-,$25-40,-,1939,$18-25,-,$25-40,-,Good,Good,Static,Static,0,-,-,73,600,2,12,100,None,9,$45.50,"This is Newark's worst slum section and embraces a large area adjacent to the downtown business district. A few small portions were good residential many years ago. About 45% of the structures are tenements and low-grade flats. Considerable demolition and boarding-up has taken place. Institutional holdings are heavy and ultimate disposition is a problem. Sales have been made, some to negroes, some with the help of B/L shares at discounts. It is an area of minimum values and useful only to those in lowest income brackets who need to be in walking distance of work. A slum clearance - US Housing - is under way on Orange Street, others are proposed.","Newark; ""Third Ward"" etc.",4th,D4,1-1-39
7037,"Essex County, New Jersey",E78,,,yes,Chiefly labor est. income $1000-3000,75,"Lithuanians - Poles, etc.",0,None- considerable number of relief,80,20,2-3-5 and miscellaneous,1-family 2-story,Frame,Frame,30+ yrs,30+ yrs,Fair to poor,Fair to poor,95,98,30,40,3500-6000,2500-4000,4000-6500,11,2500-4500,8,1939,3500-6000,10,2500-4000,7,Slow,Slow,Static,Static,20-35,28-37.50,20-40,9,30-40,7,1939,20-40,,30-40,,Fair,Fair to good,Static,Static,0,,,15,126,2,0,40,Poor,9,44.40,"Land is level- 100% improved. All city facilities, schools, etc. Excellent transportation to Newark. This area borders on Newark and lies within a moderate distance of the center of that city. Structures are old and of poor and miscellaneous characters. Inhabitants are chiefly of foreign extraction and comparatively low class. There are many cold water flats - some with heat on the first floor only. Rents in these are around the lower figure shown above. Also there are some 3-family flats worth in the neighborhood of $4500-6000. It is not a slum, but does not rate better than 4th grade.",Irvington,4th,D-6,1-1-39
7038,"Essex County, New Jersey",E75,,,Yes,Clerical and skilled labor; Est income $1500-3000,20%,"Italians, Poles, 70% Jewish",0,None,80%,20%,2-family,"1-family, 2-story",Frame,Frame,18 yrs,18 yrs,Fair to poor,Fair,90%,95%,50%,50%,$5500-7000,$4000-5000,$6000-7500,8%,$4500-5500,11%,1939,$5500-7000,-8%,$4000-5000,-10%,Slow,Slow,Static to down,Static,$32-35 per flat,$37.50-40,"$35-40 "" """,12%,$40-45,10%,1939,"$35-40 "" """,-,$40-45,-,Fair to slow,Fair to good,Static to down,Static,0,-,-,10,220,2,0,120,Fair to poor,9,$44.40,"Level terrain - 90% improved.  All city facilities - schools, etc.  Good transportation to Newark.  This area is not better than third grade.  There are a few 4-family structures of poor type and many of the two-family houses were speculatively built and of low grade.  Condition of structures throughout the section is none too good.  Institutional holdings - particularly B/L Associations - are very high although considerable liquidation has been going on by the use of B/L shares at substantial discounts.","Irvington, Southern section adjoining Union County",3rd,C8,1-1-39
7039,"Essex County, New Jersey",E79,,,Yes,Labor Est income $500-1500,100,Italian,0,None,60,40,2-family etc,1-family 2-story,Frame,Frame,30 yrs,30 yrs,Poor,Poor,85-90,95,20,30,3000-5000,2000-3500,3500-5500,12,2000-4000,9,1939,3000-5000,11,2000-3500,8,Very slow,Very slow,Static,Static,15-27.50,15-32,15-30,6,15-35,6,1939,15-30,,15-35,,Fair to slow,Fair,Static,Static,0,,,10,125,2,0,15,Very poor,9,44.40,"Land is level- approximately 35% improved. All city facilities, schools, etc. Good transportation to Newark. This is a very poor area of small cheap type and substantial age. There are several milk dairies adjacent and also a Motordome which is very noisy when racing is going on. Land value are only about $10 to $15 per front foot. Although not a slum, it is a section where close to minimum rents and values prevail.",Irvington Hardgrove Terrace,4th,D-7,1-1-39
7040,"Essex County, New Jersey",E73,,,Yes,Clerical and skilled labor Est. income $1900-3500,,Jewish,0,None,50,50,1-family 2 story,2-family,Frame,Frame,18 yrs,18 yrs,Fair,Fair,98,90,50,50,4500-5500,6000-8000,5000-6000,10,6500-9000,11,1939,4500-5500,9,6000-9000,10,Slow,Slow,Static,Static to down,38-45,37.5-40,40-50,8,40-45,10,1939,40-50,,40-45,,Good,Fair to slow,Static,Static to down,0,,,3,75,2,0,40,Fair,9,44.40,"Terrain is slightly rolling. All city facilities, schools, etc. Good transportation to Newark. Land is 90% improved. A small area of fairly stable residential type on a moderate scale. Considerable business on Stuyvesant Ave. and Chancellor. Also apartment houses on the latter. Vacancy has been increasing in flats and apartments due to rents having been increased too rapidly. It is reported that 6 2-family houses on Foreigner Place were sold recently by a B/L Association for $6000 a piece",Irvington Chancellor Heights,2nd,B-7,1-1-39
7041,"Essex County, New Jersey",E72,,,Yes,"Clerical- skilled workers- Est, income $1800-4000",,,0,None,60,40,1-family 2 story,2-family,Frame,Frame,15-18 yrs,15-18 yrs,Fair to good,Fair to good,98,90,60,50,4800-5800,7500-9000,5000-6000,4,8000-9500,6,1939,4800-5800,4,7500-9000,6,Slow,Slow,Static,Static to down,38-45,37.50-40 per flat,40-50,8,40-45,10,1939,40-50,,40-45,,Good,fair to slow,Static,Static to down,0,,,10,40,2,2,15,Fair to good,9,44.40,"Land is elevated and rolling- 95% improved All city facilities, schools, etc., adjacent to main business artery- good transportation to Newark. This a fairly homogeneous neighborhood on a moderate scale with no detrimental factors for residence by that type of inhabitants in this town. Union Ave. and Webster place are older and poorer. A substantial amount of vacant land has been foreclosed by the city under tax lions. Vacancy in flats and apartments has been increasing due to rents having been increased too rapidly.",Irvington,2nd,B-6,1-1-39
7042,"Essex County, New Jersey",E76,,,Yes,Clerical- skilled labor Est. income $1500-3500,35,Polish,0,None,70,15,2-family,1-family 2-story,Frame,Frame,20 yrs,20 yrs,Fair,Fair,90,95,50,50,5500-7000,4000-5000,6000-7500,8,4500-5500,11,1939,5500-7000,8,4000-5000,10,Slow,Slow,Static to down,Static,32-40,37.50-45,35-45,11,40-50,9,1939,35-45,,40-50,,Fair to slow,Good,Static to down,Static to down,0,,,25,200,2,1,75,Fair to poor,9,44.40,"Level land sloping somewhat towards the Parkway. All city facilities, schools, etc. Good transportation, particularly to Newark. Land is 90% improved. This area is very convenient for workers in Newark and is entitled to a third grade ""plus"" classification, although containing a mixed type of dwelling. In addition to the above, about 10% of the residential structures are 4-family (worth approx. $9500) and 5% are apartment houses. Institutional holdings are heavy and a number of sales have been affected by B/L share at discounts.",Irvington East Central,3rd +,C-9,1-1-39
7043,"Essex County, New Jersey",E74,,,Yes,Clerical-skilled labor etc. Est. income $2000-4000,,Nominal,x,None,50,50,1-family 2 story,2-family,Frame,Frame,15 yrs,15 yrs,Fair to good,Fair to good,95,90,50,50,5000-6500,7500-10500,5500-7000,9,8000-11500,8,1939,5000-8500,8,7500-10500,8,Fair to slow,Fair to slow,Static,Static to down,40-50,38-45,45-55,11,40-50,8,1939,45-55,,40-50,,Good,Slow,Static,Static to down,0,,,10,65,2,1,45,Good,9,44.40,"Level and slightly elevated terrain. Land is 95% improved. All city facilities, schools, etc. Good transportation to Newark. This whole community is inhabited chiefly by workmen and clerks and this area is the best in the town with a present top range of values in the neighborhood of $6000. It is claimed that vacancy in apartments and 2-family flats has been increasing for the past two or three years due to rents having been increased too rapidly for the past two or three years due to rents having been increased too rapidly with consequent migration to East Orange. Some houses on Sanford Ave., Elmwood Terrace Hillside and south end of Chapman are from 30-50 years old.",Irvington Sanford Heights,2nd,B-8,1-1-39
7044,"Essex County, New Jersey",E77,,,Yes,Clerical and skilled labor Est. income $1500-2000,0,,0,None,50,50,1-family 2-story,2-family,Frame,Frame,25 yrs,25 yrs,Fair,Fair,98,90,60,50,4000-5000,6500-7000,4500-5500,11,7000-7500,8,1939,4000-5000,18,6500-7000,7,Slow,Slow,Static,Static to down,37.50-45,32-37.50,40-50,9,35-40,8,1939,40-50,,35-40,,Good,Fair to slow,Static,Static,0,,,12,70,2,0,15,Fair to poor,9,44.40,"Level land- 95% improved. All city facilities, schools, etc. Good transportation to Newark. An area of substantial age and mediocre character ranking in the third class. South of Springfield Ave. the main business artery, one-family houses predominate while north of that street two-family dwellings are in the majority. It is reported that vacancies have been increasing in flats and apartments.",Irvington Adjacent to Maplewood,3rd,C-10,1-1-39
7045,"Essex County, New Jersey",E88,,,Yes,Mixed chiefly labor Est. income $1600-4000,30,Polish-Italian,0,None,90,10,1-family 1.5-2 story,2-family,Frame,Frame,15-18 yrs,15-18 yrs,Fair,Fair,98,98,70,65,3500-7500,7000-9500,3500-9000,6,7500-1000,6,1939,3500-7500,4,7500-10000,,Fair to poor,Nominal excepts with b/l shares,Static,Static to down,40-55,32-45,45-60,11,35-50,11,1939,45-60,,35-50,,50 Good,Fair to good,Static,Static,0,,,20,175,2,2,25,Fair,9,36.90,"All city facilities, good transportation to Newark, schools, etc. Terrain is level. This is the one fairly poor section of Maplewood, lying south of Springfield and adjacent to Irvington. While both poor enough to rate in the lowest class, nevertheless, the mediocre type of its dwellings and inhabitants puts it into the third grade",Maplewood Hilton Districts,3rd,C-11,1-1-39
7046,"Essex, New Jersey",E118,,,Yes,"Mixed, clerical labor est. income $1200-2500",40,"Mixed, Italian. Etc. Nom",Nom.,None,50,40,2-3-4 family,1-family 2-2.5 story,"Frame, some brick","Frame, few brick",40 yrs,40 yrs,Fair to poor,Fair to poor,97,95,40,50,4500-8500,3500-6500,5000-9000,8,4000-7000,10,1939,4500-8500,7,3500-6500,9,Nominal,4000-5000 Nominal,Static,Static,25-45 per flat,30-50,30-50,14,35-55,12,1939,30-50,,35-45,,30-50 God,35-45 Fair,Static,Static,0,,,25,300,2,3,50,Scarce,9,45.50,"Level, all city facilities and conveniences. This is an old are which is not far from the fourth class, although not of slum character. It is a mixture of many types of dwellings, ranging from substantial single houses to cheap flats. All are considerable ago and low value. Being close to the center of Newark it is subject to the pressure exerted by expanding commercial and attendant slum areas.",Newark Fairmount Cemetery- West Market St.,3rd,C-2,1-1-39
7047,"Essex County, New Jersey",E120,,,Yes,"Mixed, skilled labor, etc. Est. income $1000-4000",100,Italian,0,None,60,40,2-family (some 4's),1-family 2-2.5 story,Frame,Frame,15-19 yrs,15-16 yrs,Fair,Fair,95,97,33,40,5500-9000,6000-7000,6000-9500,7,6500-7500,8,1939,5500-6500,10,5500-6500,14,Slow except B/L shares,Slow except B/L shares,Static,Static,28-37.50,45-55,30-40,7,50-60,9,1939,30-40,,50-60,,Good,Good,Static,Static,0,,,33,350,2,6,150,Poor,9,45.50,"Land is level- 75% improved. All city facilities, schools, etc. Excellent transportation of all kinds- 5c fare to center of Newark- also convenient to some industries. This is a fairly modern area, mainly of speculative construction. Population is practically all Italian of better grade. Foreclosures have been very heavy, chiefly by B/L Associations who have been doing considerable liquidating through use of their shares at discounts. There are a small number of 4-family structures which are worth in the neighborhood of $10,000 and whose flats rent on average for $40 per month.",Newark North Roseville,3rd,C-4,1-1-39
7048,"Essex County, New Jersey",E119,,,Yes,White Collar est. income $1500-15000,Nom,Italian,0,None,40,40,1-family 2.5-3 story,2-family,Frame,Frame,20-40 yrs,20-30 yrs,Fair to good,Fair to good,98,98,60,60,4000-7000,6500-7500,4000-7500,5,7000-8000,7,1939,3000-6000,22,6000-6500,17,Slow except with B/L shares,Slow except with B/L shares,Static,Static,50-55,28-32,55-60,10,30-35,8,1939,55-60,,30-35,,Good,Good,Static,Static,0,,,12,140,2,1,30,Fair,9,45.50,"Level land, 90% improved. All city facilities, schools, etc. Excellent transportation of all kinds including commutation to New York City. This was formerly a high grade small family unit residential neighborhood. It is not of mixed character- with a number of large apartment buildings where rooms rent as high as $20 per month or more. One very large one has been completed recently but is still about 30% vacant. It accommodates over 280 families and the claim is made that this will care for any demand in this neighborhood for some years to come. Houses north of Park Ave. are considerably newer than those to the south where they are of substantial age. Roseville Ave. is known as ""Doctors Row"" because of the conversion of a number of large old residences into medical offices or combination offices and residences. The only value to these old houses has been either for this purpose or for apartment house construction. There are a few unheated flats with rentals at $20 to $23 per month.",Newark Roseville,3rd +,C-3,1-1-39
7049,"Essex County, New Jersey",E53,,,Yes,Mixed- modest white collar- skilled labor $1200-4000 income,10,"mixed- Italians, etc.",10,Foreigners increasing - considerable relief,55,40,2-family,1-family 2-2.5 story,Frame,Frame,35 yrs,35 yrs,Fair to poor,Fair to poor,98,98,50,50,3000-6000,3500-8500,3500-6500,11,4000-7000,10,1939,3000-6000,10,3500-6500,9,Nominal,Nominal,Static,Static,16-35,22-50,18-40,16,25-55,11,1939,18-40,,25-55,,20-35 fair,30-50 static,Static,Fair,0,,,11,70,2,0,25,Scarce,9,39.00,"There are probably 5% other residential structures- chiefly 3-family - which rent from $24.00 to $32.00 per month per flat. This section is very convenient both to Newark and from commuting to New York City for those of modest incomes. Consisting, however, mainly of two-family (up and down) house on small lots and of appreciable age, the area is attractive chiefly from a rental standpoint, and very decidedly has seen its best days. The terrain is level and all city facilities are available throughout the section. Transportation if all kinds is excellent as are schools, neighborhood shops, etc. The area is 100% improved. The portion of the area lying south of Main St. is distinctly poorer than that to the north. There are a considerable number of three and four-family structures of quite poor grade, whose flats rent for from $18-$25 per month. Taken by itself, a fourth grade plus might be a more accurate rating than the third grade minus given to the whole section.","East Orange- Grove St, East of Grove St., South of Ampere Station",3rd,C-21,1-1-39
7050,"Essex County, New Jersey",E55,,,yes,White collar- modest Est. income $1000-4000 (a few over),,Few if any,0,None,95,5,1-family 2-2.5 story,2-family,Frame,Frame,25 yrs,25 yrs,Fair,97,97,80,80,6000-20000,8000-12000,,6000-20000,,8000-12000,,1939,6000-20000,,8000-12000,,14000-15000 very slow,nominal,Static,Static,45-110,40-55 per flat,50-125,13,45-60,11,1939,50-125,,45-60,,50-75 Good,45-55 Good,Static,,0,,,3,20,2,0,7,scarce,9,39.00,"Terrain is level and area is about 90% improved. All city facilities, transportation, schools, etc. This area has seen his best days for small units. Munn Ave. was formerly a fine residential street but is now chiefly apartment houses of good grade. There are not many houses in the upper price brackets shown above, and such prices when obtainable may be for land conversion. Likewise there are only a few in the top rental class. Perhaps the chief attraction of the neighborhood is its accessibility to Newark.",East Orange,3rd,C-23,1-1-39
7051,"Essex County, New Jersey",E52,,,Yes,"Mixed, white collar, Mechanics, etc. Est. income $2000-7500",0,,0,None,60,40,1-family 2-2.5-3 story,2 family,Frame,Frame,25 yrs,20 yrs,Fair to good,Fair to good,98,98,70,68,6000-10000,7000-10000,7000-11000,13,7500-11000,9,1939,6000-10000,11,7000-10000,8,Nominal,Nominal,Static,Static,35-70,28-55,40-75,10,30-60,8,1939,40-75,,30-60,,50-60 Fair,40-45 Good,Static,Static,0,,,6,30,2,0,15,Fair to poor,9,39.00,"Level terrain, all city facilities, good transportation of all kinds including commutation in New York City, schools, etc. Land in approx. 90% improved. A very convenient neighborhood of intermediate age and type of construction. It is now probably a much better renting than sales area. The not return on 2-family houses at present rent levels is not sufficient to justify fair prices and the large number of these structures detracts from the appeal of one-family homes. It is reported that singles which sold for a high as $11000 to $12000 in 1929 have sold recently for from $4000-6000. Some degree of fear exists of possible infiltration of poorer grade element. The area cannot be rated better than a good third grade.",East Orange Ampere,3rd,C-20,1-1-39
7052,"Essex County, New Jersey",E26,,,Yes,Mixed - white collar - labor Est. income $750-2500,50,Italian,0,None- some families on relief,50,47,1-family 2-2.5 story,2-family 2.5 family,Frame,Frame,15 yrs,15 yrs,Fair to poor,Fair to poor,98,98,70,70,4500-6500,5000-10000,5000-7000,9,5500-11000,10,1939,4500-6500,8,5000-10000,8,5000-5500 slow,5000-6000 slow,static,static,35055,22-45 per flat,40-60,11,25-50,12,1939,40-60,,25-50,,40-45 fair,35-40 fair,static,static,0,,,20,65,2,0,100,Fair,9,37.40,"Level terrain - 90% improved. All city facilities, schools, etc. Convenient to everything. Excellent transportation of all kinds. This section has deteriorated greatly and rapidly, chiefly due to type of inhabitants. Houses are not of great age, and appearance is quite good although construction is not of the best. A number of sales of institutionally owned 2-family houses have been affected in the past year or so by the use of B&L shares. About 3% of the structures are of 4 family type, worth nominally approx. $10,000-20,000 and renting for the same as the two-family flats.",Bloomfield,3rd,C-31,1-1-39
